Country,Group,Year,In,Out,Net,iso_alpha
Foreign Palestinian,Special Categories,1999,3392,2982,410,0
Foreign Palestinian,Special Categories,2000,2043,1947,96,0
Foreign Palestinian,Special Categories,2001,4281,4185,96,0
Foreign Palestinian,Special Categories,2002,7100,7003,97,0
Foreign Palestinian,Special Categories,2003,7761,7662,99,0
Foreign Palestinian,Special Categories,2004,10274,10184,90,0
Foreign Palestinian,Special Categories,2005,9136,9060,76,0
Foreign Palestinian,Special Categories,2006,8262,8005,257,0
Foreign Palestinian,Special Categories,2007,8582,8548,34,0
Foreign Palestinian,Special Categories,2008,13291,13028,263,0
Foreign Palestinian,Special Categories,2009,20981,20776,205,0
Foreign Palestinian,Special Categories,2010,28297,27852,445,0
Foreign Palestinian,Special Categories,2011,28767,28485,282,0
Foreign Palestinian,Special Categories,2012,65087,48186,16901,0
Foreign Palestinian,Special Categories,2013,140814,140814,0,0
Foreign Palestinian,Special Categories,2014,39004,43901,-4897,0
Foreign Palestinian,Special Categories,2015,28016,32004,-3988,0
Foreign Palestinian,Special Categories,2016,31510,33028,-1518,0
Foreign Palestinian,Special Categories,2017,37650,39423,-1773,0
Foreign Palestinian,Special Categories,2018,36539,38752,-2213,0
Under study,Special Categories,1996,290,263,27,0
Under study,Special Categories,1997,297,326,-29,0
Under study,Special Categories,1998,214,237,-23,0
Under study,Special Categories,1999,177,191,-14,0
Under study,Special Categories,2000,161,191,-30,0
Under study,Special Categories,2001,244,248,-4,0
Under study,Special Categories,2002,264,286,-22,0
Under study,Special Categories,2003,314,307,7,0
Under study,Special Categories,2004,367,378,-11,0
Under study,Special Categories,2005,396,426,-30,0
Under study,Special Categories,2006,443,449,-6,0
Under study,Special Categories,2007,464,464,0,0
Under study,Special Categories,2008,531,537,-6,0
Under study,Special Categories,2009,529,545,-16,0
Under study,Special Categories,2010,643,669,-26,0
Under study,Special Categories,2011,500,504,-4,0
Under study,Special Categories,2012,369,359,10,0
Under study,Special Categories,2013,342,342,0,0
Under study,Special Categories,2014,305,302,3,0
Under study,Special Categories,2015,248,245,3,0
Under study,Special Categories,2016,224,221,3,0
Under study,Special Categories,2017,283,287,-4,0
Under study,Special Categories,2018,385,371,14,0
Pass Passport,Special Categories,1996,28,38,-10,0
Pass Passport,Special Categories,1997,128,22,106,0
Pass Passport,Special Categories,1998,449,122,327,0
Pass Passport,Special Categories,1999,972,492,480,0
Pass Passport,Special Categories,2000,315,202,113,0
Pass Passport,Special Categories,2001,62,132,-70,0
Pass Passport,Special Categories,2002,29,9,20,0
Pass Passport,Special Categories,2003,0,0,0,0
Pass Passport,Special Categories,2004,0,0,0,0
Pass Passport,Special Categories,2005,0,0,0,0
Pass Passport,Special Categories,2006,0,0,0,0
Pass Passport,Special Categories,2007,0,0,0,0
Pass Passport,Special Categories,2008,0,0,0,0
Pass Passport,Special Categories,2009,0,0,0,0
Pass Passport,Special Categories,2010,0,0,0,0
Pass Passport,Special Categories,2011,0,0,0,0
Pass Passport,Special Categories,2012,0,0,0,0
Pass Passport,Special Categories,2013,0,0,0,0
Pass Passport,Special Categories,2014,0,0,0,0
Pass Passport,Special Categories,2015,0,0,0,0
Pass Passport,Special Categories,2016,0,0,0,0
Pass Passport,Special Categories,2017,0,0,0,0
Pass Passport,Special Categories,2018,0,0,0,0
Angola,Central Africa,1996,9,4,5,AGO
Angola,Central Africa,1997,9,12,-3,AGO
Angola,Central Africa,1998,24,15,9,AGO
Angola,Central Africa,1999,11,42,-31,AGO
Angola,Central Africa,2000,32,36,-4,AGO
Angola,Central Africa,2001,31,29,2,AGO
Angola,Central Africa,2002,76,67,9,AGO
Angola,Central Africa,2003,58,55,3,AGO
Angola,Central Africa,2004,57,63,-6,AGO
Angola,Central Africa,2005,140,127,13,AGO
Angola,Central Africa,2006,62,53,9,AGO
Angola,Central Africa,2007,89,74,15,AGO
Angola,Central Africa,2008,91,104,-13,AGO
Angola,Central Africa,2009,78,69,9,AGO
Angola,Central Africa,2010,75,61,14,AGO
Angola,Central Africa,2011,96,87,9,AGO
Angola,Central Africa,2012,89,93,-4,AGO
Angola,Central Africa,2013,122,122,0,AGO
Angola,Central Africa,2014,107,92,15,AGO
Angola,Central Africa,2015,160,160,0,AGO
Angola,Central Africa,2016,131,119,12,AGO
Angola,Central Africa,2017,111,97,14,AGO
Angola,Central Africa,2018,165,165,0,AGO
Cameroun,Central Africa,1996,36,35,1,CMR
Cameroun,Central Africa,1997,40,36,4,CMR
Cameroun,Central Africa,1998,101,71,30,CMR
Cameroun,Central Africa,1999,43,54,-11,CMR
Cameroun,Central Africa,2000,78,42,36,CMR
Cameroun,Central Africa,2001,86,76,10,CMR
Cameroun,Central Africa,2002,151,136,15,CMR
Cameroun,Central Africa,2003,118,94,24,CMR
Cameroun,Central Africa,2004,119,97,22,CMR
Cameroun,Central Africa,2005,144,114,30,CMR
Cameroun,Central Africa,2006,133,105,28,CMR
Cameroun,Central Africa,2007,180,109,71,CMR
Cameroun,Central Africa,2008,276,173,103,CMR
Cameroun,Central Africa,2009,450,356,94,CMR
Cameroun,Central Africa,2010,402,256,146,CMR
Cameroun,Central Africa,2011,560,354,206,CMR
Cameroun,Central Africa,2012,882,380,502,CMR
Cameroun,Central Africa,2013,873,873,0,CMR
Cameroun,Central Africa,2014,1585,743,842,CMR
Cameroun,Central Africa,2015,1361,1192,169,CMR
Cameroun,Central Africa,2016,584,1296,-712,CMR
Cameroun,Central Africa,2017,634,1244,-610,CMR
Cameroun,Central Africa,2018,624,963,-339,CMR
Central Africa,Central Africa,1996,25,28,-3,CAF
Central Africa,Central Africa,1997,13,19,-6,CAF
Central Africa,Central Africa,1998,14,27,-13,CAF
Central Africa,Central Africa,1999,35,48,-13,CAF
Central Africa,Central Africa,2000,45,52,-7,CAF
Central Africa,Central Africa,2001,52,43,9,CAF
Central Africa,Central Africa,2002,96,99,-3,CAF
Central Africa,Central Africa,2003,66,64,2,CAF
Central Africa,Central Africa,2004,58,48,10,CAF
Central Africa,Central Africa,2005,50,56,-6,CAF
Central Africa,Central Africa,2006,85,79,6,CAF
Central Africa,Central Africa,2007,94,78,16,CAF
Central Africa,Central Africa,2008,96,92,4,CAF
Central Africa,Central Africa,2009,102,95,7,CAF
Central Africa,Central Africa,2010,81,87,-6,CAF
Central Africa,Central Africa,2011,66,67,-1,CAF
Central Africa,Central Africa,2012,55,52,3,CAF
Central Africa,Central Africa,2013,66,66,0,CAF
Central Africa,Central Africa,2014,61,77,-16,CAF
Central Africa,Central Africa,2015,34,36,-2,CAF
Central Africa,Central Africa,2016,41,33,8,CAF
Central Africa,Central Africa,2017,56,60,-4,CAF
Central Africa,Central Africa,2018,36,36,0,CAF
Tchad,Central Africa,1996,12,20,-8,TCD
Tchad,Central Africa,1997,18,21,-3,TCD
Tchad,Central Africa,1998,36,20,16,TCD
Tchad,Central Africa,1999,16,15,1,TCD
Tchad,Central Africa,2000,35,38,-3,TCD
Tchad,Central Africa,2001,38,40,-2,TCD
Tchad,Central Africa,2002,101,96,5,TCD
Tchad,Central Africa,2003,47,55,-8,TCD
Tchad,Central Africa,2004,74,73,1,TCD
Tchad,Central Africa,2005,14,18,-4,TCD
Tchad,Central Africa,2006,18,23,-5,TCD
Tchad,Central Africa,2007,24,24,0,TCD
Tchad,Central Africa,2008,40,34,6,TCD
Tchad,Central Africa,2009,107,106,1,TCD
Tchad,Central Africa,2010,59,63,-4,TCD
Tchad,Central Africa,2011,58,62,-4,TCD
Tchad,Central Africa,2012,41,43,-2,TCD
Tchad,Central Africa,2013,52,52,0,TCD
Tchad,Central Africa,2014,46,46,0,TCD
Tchad,Central Africa,2015,41,40,1,TCD
Tchad,Central Africa,2016,66,66,0,TCD
Tchad,Central Africa,2017,78,71,7,TCD
Tchad,Central Africa,2018,58,63,-5,TCD
Congo,Central Africa,1996,7,6,1,COD
Congo,Central Africa,1997,4,5,-1,COD
Congo,Central Africa,1998,27,34,-7,COD
Congo,Central Africa,1999,53,48,5,COD
Congo,Central Africa,2000,91,76,15,COD
Congo,Central Africa,2001,142,111,31,COD
Congo,Central Africa,2002,195,199,-4,COD
Congo,Central Africa,2003,216,175,41,COD
Congo,Central Africa,2004,225,209,16,COD
Congo,Central Africa,2005,189,205,-16,COD
Congo,Central Africa,2006,186,179,7,COD
Congo,Central Africa,2007,168,185,-17,COD
Congo,Central Africa,2008,280,253,27,COD
Congo,Central Africa,2009,500,517,-17,COD
Congo,Central Africa,2010,319,307,12,COD
Congo,Central Africa,2011,415,377,38,COD
Congo,Central Africa,2012,441,463,-22,COD
Congo,Central Africa,2013,460,460,0,COD
Congo,Central Africa,2014,373,397,-24,COD
Congo,Central Africa,2015,728,767,-39,COD
Congo,Central Africa,2016,519,531,-12,COD
Congo,Central Africa,2017,509,546,-37,COD
Congo,Central Africa,2018,557,564,-7,COD
Euqtorial Guinee,Central Africa,1996,49,90,-41,GNQ
Euqtorial Guinee,Central Africa,1997,1,3,-2,GNQ
Euqtorial Guinee,Central Africa,1998,5,18,-13,GNQ
Euqtorial Guinee,Central Africa,1999,8,21,-13,GNQ
Euqtorial Guinee,Central Africa,2000,0,0,0,GNQ
Euqtorial Guinee,Central Africa,2001,2,4,-2,GNQ
Euqtorial Guinee,Central Africa,2002,25,18,7,GNQ
Euqtorial Guinee,Central Africa,2003,8,7,1,GNQ
Euqtorial Guinee,Central Africa,2004,15,8,7,GNQ
Euqtorial Guinee,Central Africa,2005,9,10,-1,GNQ
Euqtorial Guinee,Central Africa,2006,15,14,1,GNQ
Euqtorial Guinee,Central Africa,2007,2,2,0,GNQ
Euqtorial Guinee,Central Africa,2008,15,9,6,GNQ
Euqtorial Guinee,Central Africa,2009,21,13,8,GNQ
Euqtorial Guinee,Central Africa,2010,22,14,8,GNQ
Euqtorial Guinee,Central Africa,2011,16,9,7,GNQ
Euqtorial Guinee,Central Africa,2012,8,5,3,GNQ
Euqtorial Guinee,Central Africa,2013,27,27,0,GNQ
Euqtorial Guinee,Central Africa,2014,26,25,1,GNQ
Euqtorial Guinee,Central Africa,2015,26,31,-5,GNQ
Euqtorial Guinee,Central Africa,2016,88,58,30,GNQ
Euqtorial Guinee,Central Africa,2017,27,15,12,GNQ
Euqtorial Guinee,Central Africa,2018,26,15,11,GNQ
Gabon,Central Africa,1996,28,31,-3,GAB
Gabon,Central Africa,1997,58,47,11,GAB
Gabon,Central Africa,1998,130,150,-20,GAB
Gabon,Central Africa,1999,95,108,-13,GAB
Gabon,Central Africa,2000,201,189,12,GAB
Gabon,Central Africa,2001,275,269,6,GAB
Gabon,Central Africa,2002,326,326,0,GAB
Gabon,Central Africa,2003,350,328,22,GAB
Gabon,Central Africa,2004,359,356,3,GAB
Gabon,Central Africa,2005,565,586,-21,GAB
Gabon,Central Africa,2006,710,707,3,GAB
Gabon,Central Africa,2007,887,853,34,GAB
Gabon,Central Africa,2008,815,817,-2,GAB
Gabon,Central Africa,2009,737,759,-22,GAB
Gabon,Central Africa,2010,625,654,-29,GAB
Gabon,Central Africa,2011,633,599,34,GAB
Gabon,Central Africa,2012,488,523,-35,GAB
Gabon,Central Africa,2013,516,516,0,GAB
Gabon,Central Africa,2014,454,448,6,GAB
Gabon,Central Africa,2015,401,375,26,GAB
Gabon,Central Africa,2016,422,409,13,GAB
Gabon,Central Africa,2017,366,382,-16,GAB
Gabon,Central Africa,2018,335,328,7,GAB
Saw Tomey & Priceps,Central Africa,1996,0,0,0,0
Saw Tomey & Priceps,Central Africa,1997,0,0,0,0
Saw Tomey & Priceps,Central Africa,1998,0,0,0,0
Saw Tomey & Priceps,Central Africa,1999,0,0,0,0
Saw Tomey & Priceps,Central Africa,2000,0,0,0,0
Saw Tomey & Priceps,Central Africa,2001,0,0,0,0
Saw Tomey & Priceps,Central Africa,2002,0,0,0,0
Saw Tomey & Priceps,Central Africa,2003,0,0,0,0
Saw Tomey & Priceps,Central Africa,2004,0,0,0,0
Saw Tomey & Priceps,Central Africa,2005,0,0,0,0
Saw Tomey & Priceps,Central Africa,2006,0,0,0,0
Saw Tomey & Priceps,Central Africa,2007,0,0,0,0
Saw Tomey & Priceps,Central Africa,2008,0,0,0,0
Saw Tomey & Priceps,Central Africa,2009,0,0,0,0
Saw Tomey & Priceps,Central Africa,2010,0,0,0,0
Saw Tomey & Priceps,Central Africa,2011,0,0,0,0
Saw Tomey & Priceps,Central Africa,2012,0,0,0,0
Saw Tomey & Priceps,Central Africa,2013,0,0,0,0
Saw Tomey & Priceps,Central Africa,2014,0,0,0,0
Saw Tomey & Priceps,Central Africa,2015,0,0,0,0
Saw Tomey & Priceps,Central Africa,2016,0,0,0,0
Saw Tomey & Priceps,Central Africa,2017,0,0,0,0
Saw Tomey & Priceps,Central Africa,2018,0,0,0,0
Zaire,Central Africa,1996,67,60,7,0
Zaire,Central Africa,1997,64,73,-9,0
Zaire,Central Africa,1998,37,34,3,0
Zaire,Central Africa,1999,21,34,-13,0
Zaire,Central Africa,2000,3,14,-11,0
Zaire,Central Africa,2001,15,7,8,0
Zaire,Central Africa,2002,0,1,-1,0
Zaire,Central Africa,2003,0,2,-2,0
Zaire,Central Africa,2004,1,5,-4,0
Zaire,Central Africa,2005,0,1,-1,0
Zaire,Central Africa,2006,0,0,0,0
Zaire,Central Africa,2007,0,0,0,0
Zaire,Central Africa,2008,0,0,0,0
Zaire,Central Africa,2009,0,0,0,0
Zaire,Central Africa,2010,0,0,0,0
Zaire,Central Africa,2011,0,1,-1,0
Zaire,Central Africa,2012,0,0,0,0
Zaire,Central Africa,2013,0,0,0,0
Zaire,Central Africa,2014,0,0,0,0
Zaire,Central Africa,2015,0,0,0,0
Zaire,Central Africa,2016,0,0,0,0
Zaire,Central Africa,2017,0,0,0,0
Zaire,Central Africa,2018,9,2,7,0
Burundi,East Africa,1996,0,0,0,BDI
Burundi,East Africa,1997,0,0,0,BDI
Burundi,East Africa,1998,0,1,-1,BDI
Burundi,East Africa,1999,2,2,0,BDI
Burundi,East Africa,2000,2,0,2,BDI
Burundi,East Africa,2001,3,3,0,BDI
Burundi,East Africa,2002,28,27,1,BDI
Burundi,East Africa,2003,8,8,0,BDI
Burundi,East Africa,2004,20,18,2,BDI
Burundi,East Africa,2005,4,2,2,BDI
Burundi,East Africa,2006,5,3,2,BDI
Burundi,East Africa,2007,3,2,1,BDI
Burundi,East Africa,2008,13,10,3,BDI
Burundi,East Africa,2009,26,31,-5,BDI
Burundi,East Africa,2010,2,2,0,BDI
Burundi,East Africa,2011,18,12,6,BDI
Burundi,East Africa,2012,20,13,7,BDI
Burundi,East Africa,2013,44,44,0,BDI
Burundi,East Africa,2014,18,11,7,BDI
Burundi,East Africa,2015,31,33,-2,BDI
Burundi,East Africa,2016,65,48,17,BDI
Burundi,East Africa,2017,58,51,7,BDI
Burundi,East Africa,2018,61,47,14,BDI
Comoros,East Africa,1996,35,3,32,COM
Comoros,East Africa,1997,5,113,-108,COM
Comoros,East Africa,1998,6,1,5,COM
Comoros,East Africa,1999,9,9,0,COM
Comoros,East Africa,2000,4,6,-2,COM
Comoros,East Africa,2001,5,4,1,COM
Comoros,East Africa,2002,28,29,-1,COM
Comoros,East Africa,2003,12,13,-1,COM
Comoros,East Africa,2004,5,5,0,COM
Comoros,East Africa,2005,8,10,-2,COM
Comoros,East Africa,2006,5,4,1,COM
Comoros,East Africa,2007,6,6,0,COM
Comoros,East Africa,2008,15,11,4,COM
Comoros,East Africa,2009,60,54,6,COM
Comoros,East Africa,2010,95,80,15,COM
Comoros,East Africa,2011,186,176,10,COM
Comoros,East Africa,2012,171,171,0,COM
Comoros,East Africa,2013,81,81,0,COM
Comoros,East Africa,2014,81,77,4,COM
Comoros,East Africa,2015,141,127,14,COM
Comoros,East Africa,2016,101,103,-2,COM
Comoros,East Africa,2017,97,100,-3,COM
Comoros,East Africa,2018,100,58,42,COM
Ethiopia,East Africa,1996,784,313,471,ETH
Ethiopia,East Africa,1997,2364,1096,1268,ETH
Ethiopia,East Africa,1998,6564,2370,4194,ETH
Ethiopia,East Africa,1999,8907,3740,5167,ETH
Ethiopia,East Africa,2000,3242,4375,-1133,ETH
Ethiopia,East Africa,2001,4666,6176,-1510,ETH
Ethiopia,East Africa,2002,8976,7860,1116,ETH
Ethiopia,East Africa,2003,12169,7071,5098,ETH
Ethiopia,East Africa,2004,8082,7561,521,ETH
Ethiopia,East Africa,2005,3459,7521,-4062,ETH
Ethiopia,East Africa,2006,11230,10755,475,ETH
Ethiopia,East Africa,2007,34312,9215,25097,ETH
Ethiopia,East Africa,2008,15198,11594,3604,ETH
Ethiopia,East Africa,2009,18031,20102,-2071,ETH
Ethiopia,East Africa,2010,18676,22052,-3376,ETH
Ethiopia,East Africa,2011,39158,18356,20802,ETH
Ethiopia,East Africa,2012,39321,21558,17763,ETH
Ethiopia,East Africa,2013,41223,41223,0,ETH
Ethiopia,East Africa,2014,23292,34177,-10885,ETH
Ethiopia,East Africa,2015,57714,38688,19026,ETH
Ethiopia,East Africa,2016,79140,40981,38159,ETH
Ethiopia,East Africa,2017,84412,50888,33524,ETH
Ethiopia,East Africa,2018,80767,66300,14467,ETH
Kenya,East Africa,1996,78,85,-7,KEN
Kenya,East Africa,1997,80,63,17,KEN
Kenya,East Africa,1998,136,139,-3,KEN
Kenya,East Africa,1999,167,169,-2,KEN
Kenya,East Africa,2000,127,132,-5,KEN
Kenya,East Africa,2001,208,197,11,KEN
Kenya,East Africa,2002,250,246,4,KEN
Kenya,East Africa,2003,273,276,-3,KEN
Kenya,East Africa,2004,388,392,-4,KEN
Kenya,East Africa,2005,234,252,-18,KEN
Kenya,East Africa,2006,322,295,27,KEN
Kenya,East Africa,2007,251,247,4,KEN
Kenya,East Africa,2008,320,300,20,KEN
Kenya,East Africa,2009,431,425,6,KEN
Kenya,East Africa,2010,635,452,183,KEN
Kenya,East Africa,2011,1687,683,1004,KEN
Kenya,East Africa,2012,1763,1033,730,KEN
Kenya,East Africa,2013,2872,2872,0,KEN
Kenya,East Africa,2014,9048,3116,5932,KEN
Kenya,East Africa,2015,4208,4685,-477,KEN
Kenya,East Africa,2016,1670,6236,-4566,KEN
Kenya,East Africa,2017,1921,4029,-2108,KEN
Kenya,East Africa,2018,2094,2560,-466,KEN
Madagascar,East Africa,1996,32,10,22,MDG
Madagascar,East Africa,1997,41,36,5,MDG
Madagascar,East Africa,1998,86,71,15,MDG
Madagascar,East Africa,1999,117,86,31,MDG
Madagascar,East Africa,2000,61,100,-39,MDG
Madagascar,East Africa,2001,90,149,-59,MDG
Madagascar,East Africa,2002,92,151,-59,MDG
Madagascar,East Africa,2003,137,120,17,MDG
Madagascar,East Africa,2004,120,102,18,MDG
Madagascar,East Africa,2005,129,123,6,MDG
Madagascar,East Africa,2006,195,134,61,MDG
Madagascar,East Africa,2007,891,191,700,MDG
Madagascar,East Africa,2008,1818,327,1491,MDG
Madagascar,East Africa,2009,4085,728,3357,MDG
Madagascar,East Africa,2010,375,1150,-775,MDG
Madagascar,East Africa,2011,280,1481,-1201,MDG
Madagascar,East Africa,2012,389,2249,-1860,MDG
Madagascar,East Africa,2013,728,728,0,MDG
Madagascar,East Africa,2014,981,679,302,MDG
Madagascar,East Africa,2015,461,703,-242,MDG
Madagascar,East Africa,2016,418,704,-286,MDG
Madagascar,East Africa,2017,494,779,-285,MDG
Madagascar,East Africa,2018,428,607,-179,MDG
Malawi,East Africa,1996,0,0,0,MWI
Malawi,East Africa,1997,0,3,-3,MWI
Malawi,East Africa,1998,4,7,-3,MWI
Malawi,East Africa,1999,3,4,-1,MWI
Malawi,East Africa,2000,3,2,1,MWI
Malawi,East Africa,2001,8,8,0,MWI
Malawi,East Africa,2002,6,5,1,MWI
Malawi,East Africa,2003,7,7,0,MWI
Malawi,East Africa,2004,18,16,2,MWI
Malawi,East Africa,2005,36,33,3,MWI
Malawi,East Africa,2006,51,47,4,MWI
Malawi,East Africa,2007,75,59,16,MWI
Malawi,East Africa,2008,86,87,-1,MWI
Malawi,East Africa,2009,87,83,4,MWI
Malawi,East Africa,2010,93,97,-4,MWI
Malawi,East Africa,2011,93,89,4,MWI
Malawi,East Africa,2012,113,103,10,MWI
Malawi,East Africa,2013,122,122,0,MWI
Malawi,East Africa,2014,148,140,8,MWI
Malawi,East Africa,2015,200,195,5,MWI
Malawi,East Africa,2016,215,181,34,MWI
Malawi,East Africa,2017,198,213,-15,MWI
Malawi,East Africa,2018,173,189,-16,MWI
Muaritiaus,East Africa,1996,22,34,-12,MUS
Muaritiaus,East Africa,1997,38,24,14,MUS
Muaritiaus,East Africa,1998,52,46,6,MUS
Muaritiaus,East Africa,1999,61,51,10,MUS
Muaritiaus,East Africa,2000,81,107,-26,MUS
Muaritiaus,East Africa,2001,69,94,-25,MUS
Muaritiaus,East Africa,2002,88,108,-20,MUS
Muaritiaus,East Africa,2003,90,107,-17,MUS
Muaritiaus,East Africa,2004,69,83,-14,MUS
Muaritiaus,East Africa,2005,74,81,-7,MUS
Muaritiaus,East Africa,2006,52,59,-7,MUS
Muaritiaus,East Africa,2007,63,68,-5,MUS
Muaritiaus,East Africa,2008,51,56,-5,MUS
Muaritiaus,East Africa,2009,133,137,-4,MUS
Muaritiaus,East Africa,2010,87,89,-2,MUS
Muaritiaus,East Africa,2011,128,121,7,MUS
Muaritiaus,East Africa,2012,104,111,-7,MUS
Muaritiaus,East Africa,2013,80,80,0,MUS
Muaritiaus,East Africa,2014,99,109,-10,MUS
Muaritiaus,East Africa,2015,101,104,-3,MUS
Muaritiaus,East Africa,2016,125,124,1,MUS
Muaritiaus,East Africa,2017,155,174,-19,MUS
Muaritiaus,East Africa,2018,161,164,-3,MUS
Rwanda,East Africa,1996,5,5,0,RWA
Rwanda,East Africa,1997,4,2,2,RWA
Rwanda,East Africa,1998,0,3,-3,RWA
Rwanda,East Africa,1999,4,5,-1,RWA
Rwanda,East Africa,2000,2,0,2,RWA
Rwanda,East Africa,2001,6,6,0,RWA
Rwanda,East Africa,2002,24,19,5,RWA
Rwanda,East Africa,2003,10,12,-2,RWA
Rwanda,East Africa,2004,19,19,0,RWA
Rwanda,East Africa,2005,9,12,-3,RWA
Rwanda,East Africa,2006,15,13,2,RWA
Rwanda,East Africa,2007,21,20,1,RWA
Rwanda,East Africa,2008,22,28,-6,RWA
Rwanda,East Africa,2009,87,86,1,RWA
Rwanda,East Africa,2010,31,31,0,RWA
Rwanda,East Africa,2011,35,33,2,RWA
Rwanda,East Africa,2012,53,48,5,RWA
Rwanda,East Africa,2013,58,58,0,RWA
Rwanda,East Africa,2014,42,40,2,RWA
Rwanda,East Africa,2015,67,69,-2,RWA
Rwanda,East Africa,2016,77,68,9,RWA
Rwanda,East Africa,2017,100,90,10,RWA
Rwanda,East Africa,2018,112,117,-5,RWA
Seyschells,East Africa,1996,3,1,2,SYC
Seyschells,East Africa,1997,11,9,2,SYC
Seyschells,East Africa,1998,11,8,3,SYC
Seyschells,East Africa,1999,5,4,1,SYC
Seyschells,East Africa,2000,9,12,-3,SYC
Seyschells,East Africa,2001,12,14,-2,SYC
Seyschells,East Africa,2002,19,17,2,SYC
Seyschells,East Africa,2003,9,19,-10,SYC
Seyschells,East Africa,2004,31,26,5,SYC
Seyschells,East Africa,2005,18,21,-3,SYC
Seyschells,East Africa,2006,18,28,-10,SYC
Seyschells,East Africa,2007,17,13,4,SYC
Seyschells,East Africa,2008,28,23,5,SYC
Seyschells,East Africa,2009,62,67,-5,SYC
Seyschells,East Africa,2010,48,44,4,SYC
Seyschells,East Africa,2011,35,38,-3,SYC
Seyschells,East Africa,2012,37,38,-1,SYC
Seyschells,East Africa,2013,27,27,0,SYC
Seyschells,East Africa,2014,24,32,-8,SYC
Seyschells,East Africa,2015,22,22,0,SYC
Seyschells,East Africa,2016,32,37,-5,SYC
Seyschells,East Africa,2017,39,44,-5,SYC
Seyschells,East Africa,2018,51,55,-4,SYC
Tanzanie,East Africa,1996,33,16,17,TZA
Tanzanie,East Africa,1997,22,47,-25,TZA
Tanzanie,East Africa,1998,19,19,0,TZA
Tanzanie,East Africa,1999,37,44,-7,TZA
Tanzanie,East Africa,2000,53,48,5,TZA
Tanzanie,East Africa,2001,47,46,1,TZA
Tanzanie,East Africa,2002,47,39,8,TZA
Tanzanie,East Africa,2003,55,57,-2,TZA
Tanzanie,East Africa,2004,94,86,8,TZA
Tanzanie,East Africa,2005,56,60,-4,TZA
Tanzanie,East Africa,2006,74,69,5,TZA
Tanzanie,East Africa,2007,209,144,65,TZA
Tanzanie,East Africa,2008,248,259,-11,TZA
Tanzanie,East Africa,2009,245,244,1,TZA
Tanzanie,East Africa,2010,179,184,-5,TZA
Tanzanie,East Africa,2011,289,223,66,TZA
Tanzanie,East Africa,2012,315,306,9,TZA
Tanzanie,East Africa,2013,383,383,0,TZA
Tanzanie,East Africa,2014,466,458,8,TZA
Tanzanie,East Africa,2015,370,499,-129,TZA
Tanzanie,East Africa,2016,535,354,181,TZA
Tanzanie,East Africa,2017,521,551,-30,TZA
Tanzanie,East Africa,2018,971,976,-5,TZA
Uganda,East Africa,1996,1,3,-2,UGA
Uganda,East Africa,1997,8,21,-13,UGA
Uganda,East Africa,1998,10,11,-1,UGA
Uganda,East Africa,1999,18,17,1,UGA
Uganda,East Africa,2000,15,15,0,UGA
Uganda,East Africa,2001,20,20,0,UGA
Uganda,East Africa,2002,13,14,-1,UGA
Uganda,East Africa,2003,12,12,0,UGA
Uganda,East Africa,2004,12,11,1,UGA
Uganda,East Africa,2005,24,23,1,UGA
Uganda,East Africa,2006,25,21,4,UGA
Uganda,East Africa,2007,45,30,15,UGA
Uganda,East Africa,2008,95,92,3,UGA
Uganda,East Africa,2009,89,97,-8,UGA
Uganda,East Africa,2010,106,95,11,UGA
Uganda,East Africa,2011,106,112,-6,UGA
Uganda,East Africa,2012,100,99,1,UGA
Uganda,East Africa,2013,206,206,0,UGA
Uganda,East Africa,2014,301,280,21,UGA
Uganda,East Africa,2015,395,381,14,UGA
Uganda,East Africa,2016,424,418,6,UGA
Uganda,East Africa,2017,464,463,1,UGA
Uganda,East Africa,2018,529,538,-9,UGA
Zambia,East Africa,1996,12,0,12,ZMB
Zambia,East Africa,1997,8,15,-7,ZMB
Zambia,East Africa,1998,6,4,2,ZMB
Zambia,East Africa,1999,17,17,0,ZMB
Zambia,East Africa,2000,14,8,6,ZMB
Zambia,East Africa,2001,19,15,4,ZMB
Zambia,East Africa,2002,33,38,-5,ZMB
Zambia,East Africa,2003,20,17,3,ZMB
Zambia,East Africa,2004,39,36,3,ZMB
Zambia,East Africa,2005,36,25,11,ZMB
Zambia,East Africa,2006,44,35,9,ZMB
Zambia,East Africa,2007,63,42,21,ZMB
Zambia,East Africa,2008,76,127,-51,ZMB
Zambia,East Africa,2009,73,66,7,ZMB
Zambia,East Africa,2010,76,75,1,ZMB
Zambia,East Africa,2011,91,94,-3,ZMB
Zambia,East Africa,2012,96,94,2,ZMB
Zambia,East Africa,2013,111,111,0,ZMB
Zambia,East Africa,2014,120,121,-1,ZMB
Zambia,East Africa,2015,171,179,-8,ZMB
